codigo_dane_departamento,departamento,codigo_dane_municipio,municipio,desagregacion_cultivo,cultivo,ciclo_del_cultivo,grupo_cultivo,subgrupo,ano,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha,nombre_cientifico_del_cultivo,codigo_del_cultivo,estado_fisico_del_cultivo,id_registro
76,Valle del Cauca,76001,Santiago de Cali,Tomate de árbol,Tomate de árbol,Permanente,Frutales,Solanáceas,2019,2019,6.0,6.0,48.0,8.0,Solanum betaceum,2046300,En fresco,EVA-2019-2019-76001-00281
76,Valle del Cauca,76001,Santiago de Cali,Tomate de árbol,Tomate de árbol,Permanente,Frutales,Solanáceas,2020,2020,6.0,6.0,48.0,8.0,Solanum betaceum,2046300,En fresco,EVA-2020-2020-76001-00282
76,Valle del Cauca,76001,Santiago de Cali,Tomate de árbol,Tomate de árbol,Permanente,Frutales,Solanáceas,2021,2021,6.0,6.0,48.0,8.0,Solanum betaceum,2046300,En fresco,EVA-2021-2021-76001-00283
76,Valle del Cauca,76001,Santiago de Cali,Tomate de árbol,Tomate de árbol,Permanente,Frutales,Solanáceas,2022,2022,6.0,6.0,48.0,8.0,Solanum betaceum,2046300,En fresco,EVA-2022-2022-76001-00284
76,Valle del Cauca,76001,Santiago de Cali,Tomate de árbol,Tomate de árbol,Permanente,Frutales,Solanáceas,2023,2023,6.0,6.0,48.0,8.0,Solanum betaceum,2046300,En fresco,EVA-2023-2023-76001-00285
76,Valle del Cauca,76001,Santiago de Cali,Tomate de árbol,Tomate de árbol,Permanente,Frutales,Solanáceas,2024,2024,6.0,6.0,48.0,8.0,Solanum betaceum,2046300,En fresco,EVA-2024-2024-76001-00286
76,Valle del Cauca,76001,Santiago de Cali,Tomate de árbol,Tomate de árbol,Permanente,Frutales,Solanáceas,2025,2025,6.0,6.0,48.0,8.0,Solanum betaceum,2046300,En fresco,EVA-2025-2025-76001-00287
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019A,6.0,6.0,120.0,20.0,Lycopersicon esculentum,1052902,En fresco,EVA-2019-2019A-76001-00288
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019B,6.0,6.0,120.0,20.0,Lycopersicon esculentum,1052902,En fresco,EVA-2019-2019B-76001-00289
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,6.0,6.0,120.0,20.0,Lycopersicon esculentum,1052902,En fresco,EVA-2020-2020A-76001-00290
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020B,6.0,6.0,120.0,20.0,Lycopersicon esculentum,1052902,En fresco,EVA-2020-2020B-76001-00291
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,7.0,7.0,140.0,20.0,Lycopersicon esculentum,1052902,En fresco,EVA-2021-2021A-76001-00292
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021B,6.0,6.0,120.0,20.0,Lycopersicon esculentum,1052902,En fresco,EVA-2021-2021B-76001-00293
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,7.0,7.0,140.0,20.0,Lycopersicon esculentum,1052902,En fresco,EVA-2022-2022A-76001-00294
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022B,8.0,8.0,160.0,20.0,Lycopersicon esculentum,1052902,En fresco,EVA-2022-2022B-76001-00295
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,8.0,8.0,720.0,90.0,Lycopersicon esculentum,1052902,En fresco,EVA-2023-2023A-76001-00296
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023B,8.0,8.0,720.0,90.0,Lycopersicon esculentum,1052902,En fresco,EVA-2023-2023B-76001-00297
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,8.0,8.0,800.0,100.0,Lycopersicon esculentum,1052902,En fresco,EVA-2024-2024A-76001-00298
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024B,8.0,8.0,800.0,100.0,Lycopersicon esculentum,1052902,En fresco,EVA-2024-2024B-76001-00299
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025A,4.0,4.0,400.0,100.0,Lycopersicon esculentum,1052902,En fresco,EVA-2025-2025A-76001-00300
76,Valle del Cauca,76001,Santiago de Cali,Tomate invernadero,Tomate,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025B,4.0,4.0,400.0,100.0,Lycopersicon esculentum,1052902,En fresco,EVA-2025-2025B-76001-00301
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2019,2019A,16.0,16.0,208.0,13.0,Manihot esculenta,1081001,En fresco,EVA-2019-2019A-76001-00302
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2020,2020A,8.0,8.0,104.0,13.0,Manihot esculenta,1081001,En fresco,EVA-2020-2020A-76001-00303
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2020,2020B,8.0,8.0,104.0,13.0,Manihot esculenta,1081001,En fresco,EVA-2020-2020B-76001-00304
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2021,2021A,8.0,8.0,80.0,10.0,Manihot esculenta,1081001,En fresco,EVA-2021-2021A-76001-00305
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2021,2021B,8.0,8.0,80.0,10.0,Manihot esculenta,1081001,En fresco,EVA-2021-2021B-76001-00306
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2022,2022A,8.0,5.0,60.0,12.0,Manihot esculenta,1081001,En fresco,EVA-2022-2022A-76001-00307
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2022,2022B,8.0,8.0,80.0,10.0,Manihot esculenta,1081001,En fresco,EVA-2022-2022B-76001-00308
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2023,2023A,8.0,8.0,80.0,10.0,Manihot esculenta,1081001,En fresco,EVA-2023-2023A-76001-00309
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2023,2023B,8.0,8.0,80.0,10.0,Manihot esculenta,1081001,En fresco,EVA-2023-2023B-76001-00310
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2024,2024A,8.0,8.0,80.0,10.0,Manihot esculenta,1081001,En fresco,EVA-2024-2024A-76001-00311
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2024,2024B,8.0,8.0,80.0,10.0,Manihot esculenta,1081001,En fresco,EVA-2024-2024B-76001-00312
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2025,2025A,8.0,8.0,80.0,10.0,Manihot esculenta,1081001,En fresco,EVA-2025-2025A-76001-00313
76,Valle del Cauca,76001,Santiago de Cali,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2025,2025B,8.0,8.0,80.0,10.0,Manihot esculenta,1081001,En fresco,EVA-2025-2025B-76001-00314
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2019,2019A,4.0,4.0,72.0,18.0,Daucus carota,1053000,En fresco,EVA-2019-2019A-76001-00315
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2019,2019B,4.0,4.0,72.0,18.0,Daucus carota,1053000,En fresco,EVA-2019-2019B-76001-00316
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2020,2020A,4.0,4.0,70.0,17.5,Daucus carota,1053000,En fresco,EVA-2020-2020A-76001-00317
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2020,2020B,3.5,3.5,59.5,17.0,Daucus carota,1053000,En fresco,EVA-2020-2020B-76001-00318
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2021,2021A,4.0,4.0,60.0,15.0,Daucus carota,1053000,En fresco,EVA-2021-2021A-76001-00319
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2021,2021B,3.0,3.0,45.0,15.0,Daucus carota,1053000,En fresco,EVA-2021-2021B-76001-00320
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2022,2022A,4.0,4.0,60.0,15.0,Daucus carota,1053000,En fresco,EVA-2022-2022A-76001-00321
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2022,2022B,3.0,3.0,45.0,15.0,Daucus carota,1053000,En fresco,EVA-2022-2022B-76001-00322
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2023,2023A,4.0,4.0,60.0,15.0,Daucus carota,1053000,En fresco,EVA-2023-2023A-76001-00323
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2023,2023B,4.0,4.0,60.0,15.0,Daucus carota,1053000,En fresco,EVA-2023-2023B-76001-00324
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2024,2024A,4.0,4.0,60.0,15.0,Daucus carota,1053000,En fresco,EVA-2024-2024A-76001-00325
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2024,2024B,4.0,4.0,60.0,15.0,Daucus carota,1053000,En fresco,EVA-2024-2024B-76001-00326
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2025,2025A,4.0,4.0,60.0,15.0,Daucus carota,1053000,En fresco,EVA-2025-2025A-76001-00327
76,Valle del Cauca,76001,Santiago de Cali,Zanahoria,Zanahoria,Transitorio,Hortalizas,Hortalizas de raíz,2025,2025B,4.0,4.0,60.0,15.0,Daucus carota,1053000,En fresco,EVA-2025-2025B-76001-00328
76,Valle del Cauca,76020,Alcalá,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2019,2019,141.9,141.9,1185.6,8.36,Persea americana,2040299,En fresco,EVA-2019-2019-76020-00329
76,Valle del Cauca,76020,Alcalá,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2020,2020,83.9,77.9,1246.4,16.0,Persea americana,2040299,En fresco,EVA-2020-2020-76020-00330
76,Valle del Cauca,76020,Alcalá,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2021,2021,82.9,73.6,1325.54,18.01,Persea americana,2040299,En fresco,EVA-2021-2021-76020-00331
76,Valle del Cauca,76020,Alcalá,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2022,2022,82.9,82.9,1243.5,15.0,Persea americana,2040299,En fresco,EVA-2022-2022-76020-00332
76,Valle del Cauca,76020,Alcalá,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2023,2023,82.9,82.9,1243.5,15.0,Persea americana,2040299,En fresco,EVA-2023-2023-76020-00333
76,Valle del Cauca,76020,Alcalá,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2024,2024,87.9,82.9,1243.5,15.0,Persea americana,2040299,En fresco,EVA-2024-2024-76020-00334
76,Valle del Cauca,76020,Alcalá,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2025,2025,92.9,82.9,1326.4,16.0,Persea americana,2040299,En fresco,EVA-2025-2025-76020-00335
76,Valle del Cauca,76020,Alcalá,Aguacate Hass,Aguacate,Permanente,Frutales,Demás frutales,2020,2020,7.0,6.0,60.0,10.0,Persea americana,2040201,En fresco,EVA-2020-2020-76020-00336
76,Valle del Cauca,76020,Alcalá,Aguacate Hass,Aguacate,Permanente,Frutales,Demás frutales,2021,2021,7.0,7.0,126.07,18.01,Persea americana,2040201,En fresco,EVA-2021-2021-76020-00337
76,Valle del Cauca,76020,Alcalá,Aguacate Hass,Aguacate,Permanente,Frutales,Demás frutales,2022,2022,7.0,7.0,126.0,18.0,Persea americana,2040201,En fresco,EVA-2022-2022-76020-00338
76,Valle del Cauca,76020,Alcalá,Aguacate Hass,Aguacate,Permanente,Frutales,Demás frutales,2023,2023,7.0,7.0,126.0,18.0,Persea americana,2040201,En fresco,EVA-2023-2023-76020-00339
76,Valle del Cauca,76020,Alcalá,Aguacate Hass,Aguacate,Permanente,Frutales,Demás frutales,2024,2024,17.0,7.0,126.0,18.0,Persea americana,2040201,En fresco,EVA-2024-2024-76020-00340
76,Valle del Cauca,76020,Alcalá,Aguacate Hass,Aguacate,Permanente,Frutales,Demás frutales,2025,2025,17.0,7.0,126.0,18.0,Persea americana,2040201,En fresco,EVA-2025-2025-76020-00341
76,Valle del Cauca,76020,Alcalá,Aguacate Papelillo,Aguacate,Permanente,Frutales,Demás frutales,2020,2020,72.2,57.2,1344.2,23.5,Persea americana,2040202,En fresco,EVA-2020-2020-76020-00342
76,Valle del Cauca,76020,Alcalá,Aguacate Papelillo,Aguacate,Permanente,Frutales,Demás frutales,2021,2021,76.7,71.7,1291.32,18.01,Persea americana,2040202,En fresco,EVA-2021-2021-76020-00343
76,Valle del Cauca,76020,Alcalá,Aguacate Papelillo,Aguacate,Permanente,Frutales,Demás frutales,2022,2022,62.7,62.7,940.5,15.0,Persea americana,2040202,En fresco,EVA-2022-2022-76020-00344
76,Valle del Cauca,76020,Alcalá,Aguacate Papelillo,Aguacate,Permanente,Frutales,Demás frutales,2023,2023,62.7,62.7,940.5,15.0,Persea americana,2040202,En fresco,EVA-2023-2023-76020-00345
76,Valle del Cauca,76020,Alcalá,Aguacate Papelillo,Aguacate,Permanente,Frutales,Demás frutales,2024,2024,72.7,62.7,940.5,15.0,Persea americana,2040202,En fresco,EVA-2024-2024-76020-00346
76,Valle del Cauca,76020,Alcalá,Aguacate Papelillo,Aguacate,Permanente,Frutales,Demás frutales,2025,2025,77.7,62.7,1003.2,16.0,Persea americana,2040202,En fresco,EVA-2025-2025-76020-00347
76,Valle del Cauca,76020,Alcalá,Banano consumo interno,Banano,Permanente,Frutales,Demás frutales,2019,2019,100.2,100.2,2204.4,22.0,Musa acuminata,2040902,En fresco,EVA-2019-2019-76020-00348
76,Valle del Cauca,76020,Alcalá,Banano consumo interno,Banano,Permanente,Frutales,Demás frutales,2020,2020,58.2,34.2,1436.4,42.0,Musa acuminata,2040902,En fresco,EVA-2020-2020-76020-00349
76,Valle del Cauca,76020,Alcalá,Banano consumo interno,Banano,Permanente,Frutales,Demás frutales,2021,2021,60.3,50.3,1073.4,21.34,Musa acuminata,2040902,En fresco,EVA-2021-2021-76020-00350
76,Valle del Cauca,76020,Alcalá,Banano consumo interno,Banano,Permanente,Frutales,Demás frutales,2022,2022,65.8,65.8,1184.4,18.0,Musa acuminata,2040902,En fresco,EVA-2022-2022-76020-00351
76,Valle del Cauca,76020,Alcalá,Banano consumo interno,Banano,Permanente,Frutales,Demás frutales,2023,2023,68.8,38.8,698.4,18.0,Musa acuminata,2040902,En fresco,EVA-2023-2023-76020-00352
76,Valle del Cauca,76020,Alcalá,Banano consumo interno,Banano,Permanente,Frutales,Demás frutales,2024,2024,88.8,68.8,1238.4,18.0,Musa acuminata,2040902,En fresco,EVA-2024-2024-76020-00353
76,Valle del Cauca,76020,Alcalá,Banano consumo interno,Banano,Permanente,Frutales,Demás frutales,2025,2025,98.8,88.8,1687.2,19.0,Musa acuminata,2040902,En fresco,EVA-2025-2025-76020-00354
76,Valle del Cauca,76020,Alcalá,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,20.0,20.0,12.0,0.6,Theobrama cacao,2030200,Grano seco,EVA-2019-2019-76020-00355
76,Valle del Cauca,76020,Alcalá,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,27.0,20.0,6.79,0.34,Theobrama cacao,2030200,Grano seco,EVA-2020-2020-76020-00356
76,Valle del Cauca,76020,Alcalá,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,39.6,28.0,14.0,0.5,Theobrama cacao,2030200,Grano seco,EVA-2021-2021-76020-00357
76,Valle del Cauca,76020,Alcalá,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,39.6,39.6,15.84,0.4,Theobrama cacao,2030200,Grano seco,EVA-2022-2022-76020-00358
76,Valle del Cauca,76020,Alcalá,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,39.6,39.6,15.84,0.4,Theobrama cacao,2030200,Grano seco,EVA-2023-2023-76020-00359
76,Valle del Cauca,76020,Alcalá,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2024,2024,64.6,39.6,15.84,0.4,Theobrama cacao,2030200,Grano seco,EVA-2024-2024-76020-00360
76,Valle del Cauca,76020,Alcalá,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2025,2025,74.6,39.6,19.8,0.5,Theobrama cacao,2030200,Grano seco,EVA-2025-2025-76020-00361
76,Valle del Cauca,76020,Alcalá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1294.0,958.0,1258.0,1.31,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2019-2019-76020-00362
76,Valle del Cauca,76020,Alcalá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1190.0,860.0,1044.0,1.21,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2020-2020-76020-00363
76,Valle del Cauca,76020,Alcalá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1183.7,889.62,907.41,1.02,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2021-2021-76020-00364
76,Valle del Cauca,76020,Alcalá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1189.59,903.23,714.99,0.79,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2022-2022-76020-00365
76,Valle del Cauca,76020,Alcalá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1191.51,837.19,797.25,0.95,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2023-2023-76020-00366
76,Valle del Cauca,76020,Alcalá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2024,2024,1198.14,843.21,935.96,1.11,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2024-2024-76020-00367
76,Valle del Cauca,76020,Alcalá,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2025,2025,1171.72,845.25,973.5,1.15,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2025-2025-76020-00368
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2019,2019A,17.2,17.2,24.08,1.4,Phaseolus vulgaris,1060200,Grano seco,EVA-2019-2019A-76020-00369
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2019,2019B,18.0,18.0,21.6,1.2,Phaseolus vulgaris,1060200,Grano seco,EVA-2019-2019B-76020-00370
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2020,2020A,69.5,69.5,62.55,0.9,Phaseolus vulgaris,1060200,Grano seco,EVA-2020-2020A-76020-00371
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2020,2020B,55.4,55.4,49.86,0.9,Phaseolus vulgaris,1060200,Grano seco,EVA-2020-2020B-76020-00372
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2021,2021A,60.33,60.33,87.48,1.45,Phaseolus vulgaris,1060200,Grano seco,EVA-2021-2021A-76020-00373
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2021,2021B,70.0,70.0,84.0,1.2,Phaseolus vulgaris,1060200,Grano seco,EVA-2021-2021B-76020-00374
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2022,2022A,47.6,47.6,71.4,1.5,Phaseolus vulgaris,1060200,Grano seco,EVA-2022-2022A-76020-00375
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2022,2022B,23.0,23.0,20.7,0.9,Phaseolus vulgaris,1060200,Grano seco,EVA-2022-2022B-76020-00376
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2023,2023A,23.0,23.0,27.6,1.2,Phaseolus vulgaris,1060200,Grano seco,EVA-2023-2023A-76020-00377
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2023,2023B,33.0,33.0,39.6,1.2,Phaseolus vulgaris,1060200,Grano seco,EVA-2023-2023B-76020-00378
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2024,2024A,25.0,25.0,30.0,1.2,Phaseolus vulgaris,1060200,Grano seco,EVA-2024-2024A-76020-00379
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2024,2024B,20.0,20.0,24.0,1.2,Phaseolus vulgaris,1060200,Grano seco,EVA-2024-2024B-76020-00380
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2025,2025A,45.0,45.0,37.76,0.84,Phaseolus vulgaris,1060200,Grano seco,EVA-2025-2025A-76020-00381
76,Valle del Cauca,76020,Alcalá,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2025,2025B,25.0,25.0,20.98,0.84,Phaseolus vulgaris,1060200,Grano seco,EVA-2025-2025B-76020-00382
76,Valle del Cauca,76020,Alcalá,Guanábana,Guanábana,Permanente,Frutales,Anonáceas,2019,2019,13.0,13.0,130.0,10.0,Annona muricata,2042900,En fresco,EVA-2019-2019-76020-00383
76,Valle del Cauca,76020,Alcalá,Guanábana,Guanábana,Permanente,Frutales,Anonáceas,2020,2020,13.0,13.0,130.0,10.0,Annona muricata,2042900,En fresco,EVA-2020-2020-76020-00384
76,Valle del Cauca,76020,Alcalá,Guanábana,Guanábana,Permanente,Frutales,Anonáceas,2021,2021,13.0,13.0,331.63,25.51,Annona muricata,2042900,En fresco,EVA-2021-2021-76020-00385
76,Valle del Cauca,76020,Alcalá,Guanábana,Guanábana,Permanente,Frutales,Anonáceas,2022,2022,13.0,13.0,260.0,20.0,Annona muricata,2042900,En fresco,EVA-2022-2022-76020-00386
76,Valle del Cauca,76020,Alcalá,Guanábana,Guanábana,Permanente,Frutales,Anonáceas,2023,2023,13.0,13.0,260.0,20.0,Annona muricata,2042900,En fresco,EVA-2023-2023-76020-00387
76,Valle del Cauca,76020,Alcalá,Guanábana,Guanábana,Permanente,Frutales,Anonáceas,2024,2024,13.0,13.0,260.0,20.0,Annona muricata,2042900,En fresco,EVA-2024-2024-76020-00388
76,Valle del Cauca,76020,Alcalá,Guanábana,Guanábana,Permanente,Frutales,Anonáceas,2025,2025,23.0,13.0,260.0,20.0,Annona muricata,2042900,En fresco,EVA-2025-2025-76020-00389
76,Valle del Cauca,76020,Alcalá,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2019,2019,16.0,16.0,160.0,10.0,Psidium guajava,2043000,En fresco,EVA-2019-2019-76020-00390
76,Valle del Cauca,76020,Alcalá,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2020,2020,21.0,18.0,720.0,40.0,Psidium guajava,2043000,En fresco,EVA-2020-2020-76020-00391
76,Valle del Cauca,76020,Alcalá,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2021,2021,21.0,21.0,431.34,20.54,Psidium guajava,2043000,En fresco,EVA-2021-2021-76020-00392
76,Valle del Cauca,76020,Alcalá,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2022,2022,21.0,21.0,336.0,16.0,Psidium guajava,2043000,En fresco,EVA-2022-2022-76020-00393
76,Valle del Cauca,76020,Alcalá,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2023,2023,21.0,21.0,357.0,17.0,Psidium guajava,2043000,En fresco,EVA-2023-2023-76020-00394
76,Valle del Cauca,76020,Alcalá,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2024,2024,21.0,21.0,357.0,17.0,Psidium guajava,2043000,En fresco,EVA-2024-2024-76020-00395
76,Valle del Cauca,76020,Alcalá,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2025,2025,31.0,21.0,367.5,17.5,Psidium guajava,2043000,En fresco,EVA-2025-2025-76020-00396
76,Valle del Cauca,76020,Alcalá,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2019,2019A,29.2,28.6,263.12,9.2,Phaseolus vulgaris ‘habichuela’,1060600,En fresco,EVA-2019-2019A-76020-00397
76,Valle del Cauca,76020,Alcalá,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2019,2019B,30.1,29.8,274.16,9.2,Phaseolus vulgaris ‘habichuela’,1060600,En fresco,EVA-2019-2019B-76020-00398
76,Valle del Cauca,76020,Alcalá,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2020,2020A,34.0,34.0,408.0,12.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco,EVA-2020-2020A-76020-00399
76,Valle del Cauca,76020,Alcalá,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2020,2020B,19.0,19.0,228.0,12.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco,EVA-2020-2020B-76020-00400
